Company,City,Year,Deposit Ratio,Equity to Assets Ratio,LLP,Loan Ratio,NPL,ROAA,ROAE,Standard Deviation of ROAA,Total Assets EUR,Total Customer Deposits EUR,Z-Score,Unnamed: 14,Unnamed: 15,Unnamed: 16,GDP,INF,month,GPR,GPRT,GPRA,Ln_Total Assets EUR,Ln_Equity to Assets Ratio,Ln_Loan Ratio,Ln_LLP,Ln_Deposit Ratio
BANCA DI CREDITO COOPERATIVO DI BARLASSINA,BARLASSINA,2022,0.698408918,8.368931195,3.690046726,73.08115945,3.934850298,0.229720408,2.756366025,0.221178385,1633.291,1140.705,3.660391132,,,,3.122957375,9.903684152631579,2022-06-16 12:00:00,157.5831934611003,199.2730185190836,124.7958981196086,7.398352276727374,2.124526181604586,4.291570596873824,1.305639120844891,-0.3589505053515574
BANCA DI CREDITO COOPERATIVO DI BARLASSINA,BARLASSINA,2023,0.710783455,8.449782109,3.411185123,78.39860929,3.254011724,0.427855791,5.088077001,0.094705439,1603.781,1139.941,4.54051937,,,,-0.5379984658333333,5.977745703,2023-06-16 12:00:00,121.7001794179281,133.942325592041,116.1908276875814,7.3801192454390545,2.13414065511946,4.361806188551071,1.227059774317966,-0.3413874595623029
BANCA DI CREDITO COOPERATIVO DI BRESCIA,BRESCIA,2017,0.686610617,9.12627943,7.628900258,58.59477591,12.65899874,0.080103541,0.902468628,0.081481481,2645.514,1816.438,4.621910179,,,,3.413880947789474,1.650400191421053,2017-06-16 12:00:00,107.377311706543,117.4666633605957,93.90502103169759,7.880620654335476,2.21115810114669,4.070645544315506,2.031943700963116,-0.3759879349263363
BANCA DI CREDITO COOPERATIVO DI BRESCIA,BRESCIA,2018,0.644645093,8.205592528,7.695336636,53.19759693,11.32288191,0.237096194,2.745772123,0.07696905,3027.289,1951.527,4.697652716,,,,2.726027871052632,1.703560482631579,2018-06-16 12:00:00,98.5529073079427,122.8477579752604,65.44431845347087,8.015422778531093,2.104815937413009,3.9740132248386595,2.0406145137023755,-0.43905535703667786
BANCA DI CREDITO COOPERATIVO DI BRESCIA,BRESCIA,2019,0.669349007,7.76724714,5.034764879,67.66311075,7.257993538,0.350925425,4.394709402,0.11714289,3061.754,2049.382,4.238465886,,,,2.222830119736842,1.440696388105263,2019-06-16 12:00:00,90.94625282287598,112.7704283396403,60.5952517191569,8.026743233342938,2.049915808166515,4.214541138500241,1.6163668277614032,-0.40144967028012735
BANCA DI CREDITO COOPERATIVO DI BRESCIA,BRESCIA,2020,0.672564991,7.936653029,3.859538074,78.09520688,4.53967496,0.480219103,6.113195965,0.099321419,3325.747,2236.781,4.439632313,,,,-4.894555993157895,0.3124536947368421,2020-06-16 08:00:00,77.29380416870117,97.4657351175944,49.32102219263712,8.10944958951144,2.0714916535175516,4.357928683387424,1.3505475063675334,-0.39665653128337974
BANCA DI CREDITO COOPERATIVO DI BRESCIA,BRESCIA,2021,0.670204839,7.151876996,3.615000347,77.6017717,3.391308741,0.415504108,5.531632384,0.052783933,3933.387,2636.175,4.965395486,,,,6.936355121315789,2.564898000105263,2021-06-16 12:00:00,82.07023620605469,103.8860009511312,54.54721323649088,8.277256165760363,1.967374839177455,4.351590258114112,1.2850919515996584,-0.4001718834722264
BANCA DI CREDITO COOPERATIVO DI BRESCIA,BRESCIA,2022,0.702575965,6.616209344,4.08623306,62.19766561,3.163267424,0.368550442,5.364975897,0.045780354,4382.978,3079.375,5.027630842,,,,3.122957375,9.903684152631579,2022-06-16 12:00:00,157.5831934611003,199.2730185190836,124.7958981196086,8.385483681013103,1.8895225993005966,4.130317468654999,1.4076235334374119,-0.3530017483891122
BANCA DI CREDITO COOPERATIVO DI BRESCIA,BRESCIA,2023,0.73107166,6.564303796,3.590816736,69.37408235,2.169595729,0.538995307,8.178601166,0.071884301,4364.408,3190.695,4.593256721,,,,-0.5379984658333333,5.977745703,2023-06-16 12:00:00,121.7001794179281,133.942325592041,116.1908276875814,8.38123783479182,1.8816464543018925,4.239513344591728,1.2783796796893565,-0.31324379394123514
BANCA DI CREDITO COOPERATIVO DI BUCCINO E DEI COMUNI CILENTANI,AGROPOLI,2017,0.640633601,8.712287057,7.835709569,49.94667912,27.45180204,0.048488102,0.569465312,0.204213035,550.441,352.631,3.764164829,,,,3.413880947789474,1.650400191421053,2017-06-16 12:00:00,107.377311706543,117.4666633605957,93.90502103169759,6.310719775123866,2.1647343346975667,3.910956018800314,2.05869143571497,-0.44529759079427184
BANCA DI CREDITO COOPERATIVO DI BUCCINO E DEI COMUNI CILENTANI,AGROPOLI,2018,0.694495832,8.758744631,8.0947349,55.63362406,24.08024288,-0.819840328,-9.386527314,0.408632292,492.445,342.001,2.966714838,,,,2.726027871052632,1.703560482631579,2018-06-16 12:00:00,98.5529073079427,122.8477579752604,65.44431845347087,6.199382779249109,2.1700525877154058,4.018787767749956,2.091213837983098,-0.36456911824563215
BANCA DI CREDITO COOPERATIVO DI BUCCINO E DEI COMUNI CILENTANI,AGROPOLI,2019,0.763865268,9.398066191,8.909365019,58.73650009,22.58538872,0.019112367,0.210779886,0.371502372,459.818,351.239,3.232735557,,,,2.222830119736842,1.440696388105263,2019-06-16 12:00:00,90.94625282287598,112.7704283396403,60.5952517191569,6.130830759018255,2.2405039437500966,4.073061340917361,2.187102972837669,-0.269363856152585
BANCA DI CREDITO COOPERATIVO DI BUCCINO E DEI COMUNI CILENTANI,AGROPOLI,2020,0.695227384,7.855085954,6.014931768,73.37667374,10.94609951,0.063598606,0.747089509,0.406377629,618.822,430.222,2.969697531,,,,-4.894555993157895,0.3124536947368421,2020-06-16 08:00:00,77.29380416870117,97.4657351175944,49.32102219263712,6.427817670749541,2.061161214232056,4.295606088654709,1.794245005721405,-0.3635163157031573
BANCA DI CREDITO COOPERATIVO DI BUCCINO E DEI COMUNI CILENTANI,AGROPOLI,2021,0.704138535,8.294648845,5.422227542,69.44994238,9.255823542,0.333443075,4.129799436,0.138883987,614.372,432.603,4.1291397,,,,6.936355121315789,2.564898000105263,2021-06-16 12:00:00,82.07023620605469,103.8860009511312,54.54721323649088,6.420600607878319,2.1156105894129937,4.240606239538382,1.6905067166289582,-0.3507801595128101
BANCA DI CREDITO COOPERATIVO DI BUCCINO E DEI COMUNI CILENTANI,AGROPOLI,2022,0.672949413,6.983732583,3.741699966,71.16493925,5.765459974,0.041703219,0.549919967,0.13266817,728.45,490.21,3.969441481,,,,3.122957375,9.903684152631579,2022-06-16 12:00:00,157.5831934611003,199.2730185190836,124.7958981196086,6.590918989100005,1.9435835278557687,4.265000270872256,1.3195400445197163,-0.3960851185815654
BANCA DI CREDITO COOPERATIVO DI BUCCINO E DEI COMUNI CILENTANI,AGROPOLI,2023,0.675009257,6.644244911,2.632369985,74.96001625,3.286997298,0.107417946,1.577720788,0.124952404,777.816,525.033,3.98961121,,,,-0.5379984658333333,5.977745703,2023-06-16 12:00:00,121.7001794179281,133.942325592041,116.1908276875814,6.656489992350903,1.8937510530523969,4.316954854712427,0.9678845753922906,-0.39302887412957016
BANCA DI CREDITO COOPERATIVO DI BUSTO GAROLFO E BUGUGGIATE,BUSTO GAROLFO,2017,0.573672916,9.304413941,10.11027121,60.35847809,21.51608507,-0.321461576,-3.307028131,0.216025127,1111.365,637.56,3.748755802,,,,3.413880947789474,1.650400191421053,2017-06-16 12:00:00,107.377311706543,117.4666633605957,93.90502103169759,7.013344268537814,2.230488904875867,4.100301419698407,2.3135518585875072,-0.5556958778315698
BANCA DI CREDITO COOPERATIVO DI BUSTO GAROLFO E BUGUGGIATE,BUSTO GAROLFO,2018,0.58791375,9.495662071,10.81514646,63.52524732,20.16742856,0.33002101,3.510747967,0.272474477,1117.584,657.043,3.585210011,,,,2.726027871052632,1.703560482631579,2018-06-16 12:00:00,98.5529073079427,122.8477579752604,65.44431845347087,7.0189244914480025,2.250835070216698,4.151437422469015,2.380947601615684,-0.5311750255160816
BANCA DI CREDITO COOPERATIVO DI BUSTO GAROLFO E BUGUGGIATE,BUSTO GAROLFO,2019,0.620157486,7.384844596,6.702082201,76.0654477,11.10514404,0.229989913,2.731648365,0.249037354,1162.516,720.943,3.42025063,,,,2.222830119736842,1.440696388105263,2019-06-16 12:00:00,90.94625282287598,112.7704283396403,60.5952517191569,7.058341900807656,1.9994298725662651,4.331594123653375,1.9024182543846353,-0.4777818235205767
BANCA DI CREDITO COOPERATIVO DI BUSTO GAROLFO E BUGUGGIATE,BUSTO GAROLFO,2020,0.62458265,7.554463861,5.15828877,79.33785284,8.655517744,0.205351085,2.748264151,0.053909268,1229.485,767.915,4.969411356,,,,-4.894555993157895,0.3124536947368421,2020-06-16 08:00:00,77.29380416870117,97.4657351175944,49.32102219263712,7.114350661500492,2.022138628415054,4.373715351952146,1.640604890769918,-0.4706716122967462
BANCA DI CREDITO COOPERATIVO DI BUSTO GAROLFO E BUGUGGIATE,BUSTO GAROLFO,2021,0.652985893,7.120033904,2.909790838,78.65819363,5.614133824,0.391365015,5.344165727,0.082495911,1399.263,913.699,4.511428276,,,,6.936355121315789,2.564898000105263,2021-06-16 12:00:00,82.07023620605469,103.8860009511312,54.54721323649088,7.243700948419753,1.9629124872102999,4.365111802463347,1.0680812016241825,-0.426199753308128
BANCA DI CREDITO COOPERATIVO DI BUSTO GAROLFO E BUGUGGIATE,BUSTO GAROLFO,2022,0.660194986,6.552074658,3.025801622,74.2696003,4.055385184,0.339626546,4.979937936,0.078392142,1568.114,1035.261,4.476349555,,,,3.122957375,9.903684152631579,2022-06-16 12:00:00,157.5831934611003,199.2730185190836,124.7958981196086,7.357628902349172,1.8797817411744941,4.3077017199513605,1.1071760553850338,-0.41522005426016634
BANCA DI CREDITO COOPERATIVO DI BUSTO GAROLFO E BUGUGGIATE,BUSTO GAROLFO,2023,0.670638345,7.262852666,2.477715765,77.36322797,2.29741972,1.162233953,16.82844599,0.37617944,1558.451,1045.157,3.108902774,,,,-0.5379984658333333,5.977745703,2023-06-16 12:00:00,121.7001794179281,133.942325592041,116.1908276875814,7.351447658225481,1.982772680861344,4.348511576877404,0.9073370732381834,-0.3995252664475401
BANCA DI CREDITO COOPERATIVO DI CAGLIARI SCRL,CAGLIARI,2017,0.723670155,4.548429181,5.934166472,40.80497866,21.92147473,0.961874226,21.38212612,0.105121884,236.851,171.402,4.116460748,,,,3.413880947789474,1.650400191421053,2017-06-16 12:00:00,107.377311706543,117.4666633605957,93.90502103169759,5.467431251442334,1.5147819384105012,3.7088040999459437,1.7807265754016512,-0.3234195774242914
BANCA DI CREDITO COOPERATIVO DI CAGLIARI SCRL,CAGLIARI,2018,0.735174881,5.486486486,6.410443762,45.81796502,19.16557066,1.027329251,20.41746348,0.039663956,251.6,184.97,5.101237843,,,,2.726027871052632,1.703560482631579,2018-06-16 12:00:00,98.5529073079427,122.8477579752604,65.44431845347087,5.527840524826286,1.702288066308893,3.8246762635554545,1.8579284981775033,-0.3076468747376135
BANCA DI CREDITO COOPERATIVO DI CAGLIARI SCRL,CAGLIARI,2019,0.760770547,3.206572101,7.112512611,73.17413928,10.17540367,1.031230035,24.06911978,0.035033342,280.58,213.457,4.795499806,,,,2.222830119736842,1.440696388105263,2019-06-16 12:00:00,90.94625282287598,112.7704283396403,60.5952517191569,5.636858889290626,1.1652024852420166,4.292842070021583,1.9618555725264486,-0.27342348169696673
BANCA DI CREDITO COOPERATIVO DI CAGLIARI SCRL,CAGLIARI,2020,0.779785913,3.946944357,5.164003364,82.91461846,8.643057817,0.768783459,21.3502383,0.122809404,319.589,249.211,3.648024952,,,,-4.894555993157895,0.3124536947368421,2020-06-16 08:00:00,77.29380416870117,97.4657351175944,49.32102219263712,5.767035795277278,1.3729416990389014,4.417811385075543,1.6417121244171815,-0.2487358674852451
BANCA DI CREDITO COOPERATIVO DI CAGLIARI SCRL,CAGLIARI,2021,0.780594595,3.63831241,3.994201656,80.39255617,7.510647898,0.222002818,5.872021991,0.337094771,373.195,291.314,2.438140013,,,,6.936355121315789,2.564898000105263,2021-06-16 12:00:00,82.07023620605469,103.8860009511312,54.54721323649088,5.922101071241425,1.2915199505156125,4.386921586948421,1.3848437234536617,-0.2476993484204965
BANCA DI CREDITO COOPERATIVO DI CAGLIARI SCRL,CAGLIARI,2022,0.809692039,3.412672923,5.67689213,78.42296209,7.317868762,0.15752199,4.476596354,0.274219586,420.345,340.35,2.566446277,,,,3.122957375,9.903684152631579,2022-06-16 12:00:00,157.5831934611003,199.2730185190836,124.7958981196086,6.041075802661031,1.227495832633818,4.362116768275295,1.7364039227750179,-0.21110130237495997
BANCA DI CREDITO COOPERATIVO DI CAGLIARI SCRL,CAGLIARI,2023,0.860769242,5.103427302,4.882494278,73.59623865,3.712191813,1.64164667,38.67095269,0.684930857,407.726,350.958,2.287249841,,,,-0.5379984658333333,5.977745703,2023-06-16 12:00:00,121.7001794179281,133.942325592041,116.1908276875814,6.010595380173489,1.6299123340259527,4.298593919129997,1.585656211827406,-0.1499288220903392
BANCA DI CREDITO COOPERATIVO DI CAPACCIO PAESTUM E SERINO,CAPACCIO SCALO,2017,0.514591177,11.68562186,12.89552665,34.34872292,25.97613263,0.188933562,1.574009646,0.063838672,354.872,182.614,5.314886687,,,,3.413880947789474,1.650400191421053,2017-06-16 12:00:00,107.377311706543,117.4666633605957,93.90502103169759,5.87175716107653,2.458359185231156,3.5365648395201625,2.55688047991072,-0.6643825246370926
BANCA DI CREDITO COOPERATIVO DI CAPACCIO PAESTUM E SERINO,CAPACCIO SCALO,2018,0.571748839,12.79211579,12.16634558,39.52149506,21.91988308,0.31853139,2.60609513,0.071783329,334.542,191.274,5.207527681,,,,2.726027871052632,1.703560482631579,2018-06-16 12:00:00,98.5529073079427,122.8477579752604,65.44431845347087,5.812762432224335,2.548829027241781,3.6768447026297,2.4986735808871643,-0.5590554766890914
BANCA DI CREDITO COOPERATIVO DI CAPACCIO PAESTUM E SERINO,CAPACCIO SCALO,2019,0.576073393,11.47598047,7.473391049,63.21243676,11.40309592,0.320398137,2.641435531,0.076001233,338.995,195.286,5.0447983,,,,2.222830119736842,1.440696388105263,2019-06-16 12:00:00,90.94625282287598,112.7704283396403,60.5952517191569,5.825985358009142,2.440256196305192,4.14650106597056,2.0113488518274387,-0.5515202080005032
BANCA DI CREDITO COOPERATIVO DI CAPACCIO PAESTUM E SERINO,CAPACCIO SCALO,2020,0.651723193,11.34363445,5.41725674,71.18660702,9.371939071,0.382945048,3.358764841,0.029934596,438.14,285.546,5.970598441,,,,-4.894555993157895,0.3124536947368421,2020-06-16 08:00:00,77.29380416870117,97.4657351175944,49.32102219263712,6.082538494007354,2.428656745187349,4.2653046970725335,1.6895895507898593,-0.4281353578161083
BANCA DI CREDITO COOPERATIVO DI CAPACCIO PAESTUM E SERINO,CAPACCIO SCALO,2021,0.684346885,9.457618141,3.474732449,78.20282034,5.380872746,0.026271565,0.254591744,0.155505816,521.072,356.594,4.110666682,,,,6.936355121315789,2.564898000105263,2021-06-16 12:00:00,82.07023620605469,103.8860009511312,54.54721323649088,6.255888227982561,2.246820569226037,4.359305712629813,1.2455174829591098,-0.3792903480996691
BANCA DI CREDITO COOPERATIVO DI CAPACCIO PAESTUM E SERINO,CAPACCIO SCALO,2022,0.688952691,8.377961611,3.378846687,71.26012762,4.45730524,0.066067546,0.743524632,0.159586635,586.885,404.336,3.968627924,,,,3.122957375,9.903684152631579,2022-06-16 12:00:00,157.5831934611003,199.2730185190836,124.7958981196086,6.3748288892209795,2.1256046403945077,4.266336951082626,1.2175344344033021,-0.37258267360602554
BANCA DI CREDITO COOPERATIVO DI CAPACCIO PAESTUM E SERINO,CAPACCIO SCALO,2023,0.69893321,8.552788077,2.244104424,72.81106681,1.989945304,0.784320987,9.263898831,0.348346994,601.149,420.163,3.288552869,,,,-0.5379984658333333,5.977745703,2023-06-16 12:00:00,121.7001794179281,133.942325592041,116.1908276875814,6.398842823941202,2.1462573206697875,4.287867960270164,0.8083065213370999,-0.3582000921004324
BANCA DI CREDITO COOPERATIVO DI CARATE BRIANZA,CARATE BRIANZA,2017,0.523637206,9.605773048,8.337395019,55.01666068,18.95419357,0.180786326,1.850772285,0.048357919,2662.857,1394.371,5.330509757,,,,3.413880947789474,1.650400191421053,2017-06-16 12:00:00,107.377311706543,117.4666633605957,93.90502103169759,7.887154885536199,2.2623642768964913,4.007636060815576,2.1207508197381815,-0.6469561894113091
BANCA DI CREDITO COOPERATIVO DI CARATE BRIANZA,CARATE BRIANZA,2018,0.5861319,9.807214654,7.899679488,57.24317104,16.06754619,0.235393556,2.424955359,0.041442041,2696.678,1580.609,5.490296304,,,,2.726027871052632,1.703560482631579,2018-06-16 12:00:00,98.5529073079427,122.8477579752604,65.44431845347087,7.899775924095003,2.2831183040058676,4.0473083521754445,2.0668221875107045,-0.5342104294087934
BANCA DI CREDITO COOPERATIVO DI CARATE BRIANZA,CARATE BRIANZA,2019,0.62719244,8.234902319,7.072929403,60.24592729,14.74119267,0.203934861,2.260205836,0.036976287,2684.452,1683.668,5.430323001,,,,2.222830119736842,1.440696388105263,2019-06-16 12:00:00,90.94625282287598,112.7704283396403,60.5952517191569,7.895231889278107,2.1083815018713357,4.098434973239521,1.9562747368079425,-0.46650186359001244
BANCA DI CREDITO COOPERATIVO DI CARATE BRIANZA,CARATE BRIANZA,2020,0.650686634,8.379975162,5.008594763,79.5216476,8.660774268,0.14534467,1.749086395,0.037314373,2860.987,1861.606,5.431417233,,,,-4.894555993157895,0.3124536947368421,2020-06-16 08:00:00,77.29380416870117,97.4657351175944,49.32102219263712,7.958921949174005,2.125844950527785,4.376029281449572,1.6111553893259527,-0.4297271136480606
BANCA DI CREDITO COOPERATIVO DI CARATE BRIANZA,CARATE BRIANZA,2021,0.62324406,7.223378516,3.800640371,79.03070047,5.537614217,0.304076507,3.924395093,0.065537907,3442.032,2145.226,4.74368357,,,,6.936355121315789,2.564898000105263,2021-06-16 12:00:00,82.07023620605469,103.8860009511312,54.54721323649088,8.143817273648663,1.9773227819598105,4.369836390520639,1.3351695712188723,-0.47281708730980765
BANCA DI CREDITO COOPERATIVO DI CARATE BRIANZA,CARATE BRIANZA,2022,0.696262207,7.226098517,3.127955622,75.48364207,3.764052466,0.392037472,5.426295759,0.102083989,3613.416,2515.885,4.312491107,,,,3.122957375,9.903684152631579,2022-06-16 12:00:00,157.5831934611003,199.2730185190836,124.7958981196086,8.192408864292608,1.97769926631643,4.32391597145602,1.14037963524227,-0.36202895539882407
BANCA DI CREDITO COOPERATIVO DI CARATE BRIANZA,CARATE BRIANZA,2023,0.698644,7.751412539,2.398370653,78.59320522,2.980480945,0.808733459,10.79414004,0.220113939,3713.349,2594.309,3.660727207,,,,-0.5379984658333333,5.977745703,2023-06-16 12:00:00,121.7001794179281,133.942325592041,116.1908276875814,8.219689443834787,2.04787508985413,4.364285248115656,0.8747896122172856,-0.35861396548368285
BANCA DI CREDITO COOPERATIVO DI CASSANO DELLE MURGE E TOLVE,CASSANO DELLE MURGE,2017,0.656480296,13.94176507,10.71916851,54.5041969,19.48427741,0.175421617,1.221896383,0.037413732,421.74,276.864,5.951325181,,,,3.413880947789474,1.650400191421053,2017-06-16 12:00:00,107.377311706543,117.4666633605957,93.90502103169759,6.044389010415869,2.6348890163986374,3.998277706043735,2.3720335882687134,-0.42086259939876974
BANCA DI CREDITO COOPERATIVO DI CASSANO DELLE MURGE E TOLVE,CASSANO DELLE MURGE,2018,0.67120939,14.20126223,10.70214734,57.16768999,18.54154827,0.111366243,0.791440963,0.060887807,420.526,282.261,5.459864602,,,,2.726027871052632,1.703560482631579,2018-06-16 12:00:00,98.5529073079427,122.8477579752604,65.44431845347087,6.041506308654925,2.6533308500934027,4.045988878477377,2.370444407314431,-0.39867413405810637
BANCA DI CREDITO COOPERATIVO DI CASSANO DELLE MURGE E TOLVE,CASSANO DELLE MURGE,2019,0.695352629,11.83089135,6.260932024,67.59885854,10.44519523,-1.062879685,-8.162778756,0.541740167,417.01,289.969,2.989548646,,,,2.222830119736842,1.440696388105263,2019-06-16 12:00:00,90.94625282287598,112.7704283396403,60.5952517191569,6.033110202326614,2.470714021728385,4.213591097403398,1.834329059652646,-0.36333618223486647
BANCA DI CREDITO COOPERATIVO DI CASSANO DELLE MURGE E TOLVE,CASSANO DELLE MURGE,2020,0.750990175,11.59570033,4.133558048,75.91381623,6.631261785,0.074795013,0.638729704,0.545129411,441.336,331.439,3.063795952,,,,-4.894555993157895,0.3124536947368421,2020-06-16 08:00:00,77.29380416870117,97.4657351175944,49.32102219263712,6.089806490106662,2.4506343681935774,4.329598699851577,1.4191385489166926,-0.2863627098601709
BANCA DI CREDITO COOPERATIVO DI CASSANO DELLE MURGE E TOLVE,CASSANO DELLE MURGE,2021,0.738857915,10.27211198,3.187699186,77.31912749,5.163720982,0.294447531,2.706347005,0.594875161,519.786,384.048,2.87709796,,,,6.936355121315789,2.564898000105263,2021-06-16 12:00:00,82.07023620605469,103.8860009511312,54.54721323649088,6.253417188408742,2.3294326483679355,4.347941369873977,1.1592993982576332,-0.3026496430959777
BANCA DI CREDITO COOPERATIVO DI CASSANO DELLE MURGE E TOLVE,CASSANO DELLE MURGE,2022,0.7117432,10.19222545,3.772035114,74.48934793,4.692431239,0.143480235,1.402291777,0.091746034,528.442,376.115,4.724335489,,,,3.122957375,9.903684152631579,2022-06-16 12:00:00,157.5831934611003,199.2730185190836,124.7958981196086,6.269933054727842,2.3216252188755813,4.310656134357415,1.3276146738477117,-0.34003810678603225
BANCA DI CREDITO COOPERATIVO DI CASSANO DELLE MURGE E TOLVE,CASSANO DELLE MURGE,2023,0.720831454,10.27249236,2.996285307,77.69016741,4.508095227,0.570149565,5.571901434,0.176650771,534.437,385.239,4.117067228,,,,-0.5379984658333333,5.977745703,2023-06-16 12:00:00,121.7001794179281,133.942325592041,116.1908276875814,6.281213856352644,2.3294696780418827,4.352728703806191,1.0973732904266915,-0.32734993601524104
BANCA DI CREDITO COOPERATIVO DI CASTIGLIONE MESSER RAIMONDO E PIANELLA,CASTIGLIONE,2017,0.659104029,6.659892112,7.071372136,52.63969817,17.66325818,0.243952023,3.432994895,0.299424221,925.03,609.691,3.241014514,,,,3.413880947789474,1.650400191421053,2017-06-16 12:00:00,107.377311706543,117.4666633605957,93.90502103169759,6.829826169418937,1.8961032850216866,3.9634705531480394,1.9560545397198081,-0.4168738980609448
BANCA DI CREDITO COOPERATIVO DI CASTIGLIONE MESSER RAIMONDO E PIANELLA,CASTIGLIONE,2018,0.679051129,7.409223039,5.852883468,55.52565321,13.4252741,0.246297184,3.503847683,0.138643793,899.595,610.871,4.01127426,,,,2.726027871052632,1.703560482631579,2018-06-16 12:00:00,98.5529073079427,122.8477579752604,65.44431845347087,6.801944662043925,2.0027255807740945,4.01684513396163,1.76693444032103,-0.3870588538165507
BANCA DI CREDITO COOPERATIVO DI CASTIGLIONE MESSER RAIMONDO E PIANELLA,CASTIGLIONE,2019,0.669098968,5.676444218,2.662393945,82.30250782,6.373995657,0.19461714,2.976799222,0.136211826,910.112,608.955,3.763579488,,,,2.222830119736842,1.440696388105263,2019-06-16 12:00:00,90.94625282287598,112.7704283396403,60.5952517191569,6.81356766886063,1.736325018744255,4.410401578907715,0.9792256973783441,-0.4018232955649034
BANCA DI CREDITO COOPERATIVO DI CASTIGLIONE MESSER RAIMONDO E PIANELLA,CASTIGLIONE,2020,0.680573825,5.679201429,3.241264342,79.59411074,7.168044978,0.148053697,2.607571914,0.040125863,929.761,632.771,4.97828026,,,,-4.894555993157895,0.3124536947368421,2020-06-16 08:00:00,77.29380416870117,97.4657351175944,49.32102219263712,6.834927563872594,1.736810629362954,4.37694010443487,1.1759634826970446,-0.3848189763677874
BANCA DI CREDITO COOPERATIVO DI CASTIGLIONE MESSER RAIMONDO E PIANELLA,CASTIGLIONE,2021,0.669644006,5.391474349,2.361953856,78.56959043,5.789972972,0.296471713,5.363879175,0.061977071,1041.422,697.382,4.519340001,,,,6.936355121315789,2.564898000105263,2021-06-16 12:00:00,82.07023620605469,103.8860009511312,54.54721323649088,6.948342365913765,1.6848188816545555,4.363984734370274,0.8594891815978886,-0.4010090421335892
BANCA DI CREDITO COOPERATIVO DI CASTIGLIONE MESSER RAIMONDO E PIANELLA,CASTIGLIONE,2022,0.676870278,5.060901229,3.584749603,77.46572599,5.332540222,0.011963053,0.229099175,0.116186511,1098.5,743.542,3.77646413,,,,3.122957375,9.903684152631579,2022-06-16 12:00:00,157.5831934611003,199.2730185190836,124.7958981196086,7.001700891824665,1.6215445759379623,4.349835593249689,1.2766886258660914,-0.39027563742850097
BANCA DI CREDITO COOPERATIVO DI CASTIGLIONE MESSER RAIMONDO E PIANELLA,CASTIGLIONE,2023,0.6969,5.092770916,2.967693378,78.83417251,4.148040183,0.384299209,7.569832654,0.15891754,1082.613,754.473,3.539940139,,,,-0.5379984658333333,5.977745703,2023-06-16 12:00:00,121.7001794179281,133.942325592041,116.1908276875814,6.98713284241936,1.6278220667219703,4.367346564154367,1.0877850106691693,-0.36111335053766397
BANCA DI CREDITO COOPERATIVO DI CHERASCO,CHERASCO,2017,0.470788093,5.22510099,9.752828804,59.00342542,19.85861617,-0.813585771,-13.67327148,0.33651563,1221.163,574.909,2.706738742,,,,3.413880947789474,1.650400191421053,2017-06-16 12:00:00,107.377311706543,117.4666633605957,93.90502103169759,7.107558962334252,1.653474125893752,4.077595500186523,2.27755737667269,-0.7533471949098907
BANCA DI CREDITO COOPERATIVO DI CHERASCO,CHERASCO,2018,0.553428627,5.854704665,8.665956091,62.73327151,16.51271572,0.02253903,0.407835383,0.39111908,1121.44,620.637,2.709831105,,,,2.726027871052632,1.703560482631579,2018-06-16 12:00:00,98.5529073079427,122.8477579752604,65.44431845347087,7.022368852752015,1.7672455542744763,4.138891952988529,2.1594022564920494,-0.5916224836575045
BANCA DI CREDITO COOPERATIVO DI CHERASCO,CHERASCO,2019,0.553239327,4.670256458,5.530654005,74.84128305,9.201605411,0.205935668,3.896638383,0.39436714,1039.429,575.053,2.514837588,,,,2.222830119736842,1.440696388105263,2019-06-16 12:00:00,90.94625282287598,112.7704283396403,60.5952517191569,6.946426802897073,1.5412139862329315,4.315369645165935,1.710306073460125,-0.5919645916966177
BANCA DI CREDITO COOPERATIVO DI CHERASCO,CHERASCO,2020,0.574928329,5.786559166,4.298424016,85.78629772,7.861523395,0.1673627,3.208596475,0.078948715,994.477,571.753,4.32300696,,,,-4.894555993157895,0.3124536947368421,2020-06-16 08:00:00,77.29380416870117,97.4657351175944,49.32102219263712,6.902216970826991,1.7555378430873867,4.451859293507376,1.4582484476121018,-0.5535098911710385
BANCA DI CREDITO COOPERATIVO DI CHERASCO,CHERASCO,2021,0.559796186,5.244516507,2.46831283,83.12035103,4.207807802,0.193603473,3.521457815,0.016084965,1133.584,634.576,5.823303682,,,,6.936355121315789,2.564898000105263,2021-06-16 12:00:00,82.07023620605469,103.8860009511312,54.54721323649088,7.033139573950821,1.6571830559024125,4.420289569953373,0.9035348524675242,-0.5801825150715462
BANCA DI CREDITO COOPERATIVO DI CHERASCO,CHERASCO,2022,0.600152878,5.190131794,2.677133839,80.47585448,3.877648665,0.25833945,4.952201849,0.038233339,1190.49,714.476,4.959382453,,,,3.122957375,9.903684152631579,2022-06-16 12:00:00,157.5831934611003,199.2730185190836,124.7958981196086,7.082120266059635,1.646759090689676,4.387957195084389,0.9847467591793853,-0.5105708595544819
BANCA DI CREDITO COOPERATIVO DI CHERASCO,CHERASCO,2023,0.608907593,5.623975949,3.050622612,80.64985722,3.473766266,0.458461277,8.488237409,0.112738216,1127.263,686.399,3.988092293,,,,-0.5379984658333333,5.977745703,2023-06-16 12:00:00,121.7001794179281,133.942325592041,116.1908276875814,7.027547849725269,1.7270388780056207,4.390117034203873,1.1153457048685567,-0.49608875841743966
